candidate,raw_count,message_reach
fires,3,3
own game,3,3
sucker,3,3
decent price,3,3
e46 330i,3,3
grey,3,3
long way,3,3
gt,3,3
good option,3,3
subscription,3,3
any options,3,3
disappointment,3,3
v honda,3,3
socks,3,3
price gap,3,3
it.so,3,3
500 hp,3,3
grunt,3,3
opel,3,3
auto transmission,3,3
abot,3,3
cassettes,3,3
luxury performance  sedan,3,3
every available option,4,3
guides,4,3
best luxury,3,3
3 series  car,3,3
cold weather,3,3
someone  toyota d,3,3
54k,3,3
decent deal,3,3
other  bmw,3,3
new vq,3,3
viable option,3,3
second month,3,3
b-school classmates,3,3
spoilers,3,3
same question,3,3
long term reliability,3,3
decent stereo,3,3
lower part,3,3
millionaire,4,3
manual tranny option,4,3
"""  kia hyundai affordable  ""  kia hyundai  home",3,3
kia hyundai quality,4,3
same color,3,3
crash period,3,3
engine failure,4,3
dinan chip,5,3
f1  car,3,3
ill-maintained junk,3,3
transmission tunnel,3,3
cloth  seat,3,3
cassette player,3,3
lower cf,4,3
both audi,3,3
07'  volvo,3,3
meat,3,3
lexuses,3,3
super car,3,3
jury,5,3
just my two cents,3,3
even those,3,3
dealer profit,3,3
smaller engine,3,3
drag,3,3
steel,3,3
potato,3,3
all my friends,3,3
total package,3,3
re toyota r,3,3
"5.5	14.2	132	175	0.83	20$35,870.00",3,3
brake pedal,3,3
larger wheels,4,3
rather surprising result,3,3
recent years,3,3
ls460,3,3
'01  honda,3,3
police,3,3
suppliers,3,3
left,3,3
turbo engine,3,3
memories,3,3
any experience,3,3
tapes,4,3
kia l size,3,3
extra unsprung weight,3,3
obc,4,3
good feel,3,3
pasm,4,3
know,3,3
8-track player,3,3
all suvs,3,3
same power,3,3
kia hyundai  wheels,3,3
thanksgiving,3,3
fillings,3,3
zip code,3,3
differential,3,3
suspensions,3,3
texture,3,3
midsize,3,3
roadster,3,3
odo,3,3
330i/ bmw,3,3
buyer's remorse,3,3
particular car,3,3
10 days,3,3
kettle,3,3
ind toyota,3,3
displacement,3,3
epa  honda,3,3
own car,3,3
regular  car,3,3
bat,3,3
mud,3,3
warranty claims,3,3
headphones,3,3
squeaks,3,3
lucerne,3,3
so many features,3,3
accountant,3,3
most sense,3,3
lawyer,3,3
reel,3,3
exclusion,3,3
hurry,3,3
technology package,3,3
most gm,3,3
warranty repairs,3,3
bmw free maintenance,3,3
30k service,4,3
places,3,3
one more thing,3,3
45k miles,3,3
nobel prize,4,3
wonderful thing,3,3
other manufacturers,3,3
leather seat,3,3
garbage,5,3
mb c230,3,3
no brainer,3,3
all options,3,3
only concern,3,3
few bucks,3,3
steering column,3,3
all manner,3,3
other side,3,3
engine mounts,3,3
supplier discount,3,3
mp3 cd,3,3
hype,3,3
another vehicle,3,3
wide range,3,3
fuzzy dice,3,3
standard equipment suspension tuning,3,3
ride quality driver-oriented interior smaller size,3,3
8),3,3
4 adults  toyota,3,3
20hp,3,3
2006 330xi,3,3
bmw handling,3,3
key words,3,3
dedicated winter tires,3,3
west,3,3
past 8 years,3,3
very d toyota,3,3
premium dollars,3,3
neither car,3,3
line  bmw,5,3
safest  car,3,3
stop sign,3,3
earphones,3,3
car's system,3,3
"one  ""  kia hyundai",3,3
reply,3,3
tricks,3,3
performance/handling,3,3
everyday driver,3,3
fatalities,3,3
lexus interior,3,3
these upgrades,3,3
-acura,3,3
-volvo  volvo,3,3
no guarantee,3,3
several months,3,3
no  bmw,3,3
indianapolis,3,3
nonsense,3,3
which lexus dealer,3,3
speed limits,3,3
2007 tl,3,3
couple hundred pounds,3,3
aftermarket chip,3,3
cadillac sts part,3,3
entry level luxury performance sedan l toyota,3,3
database burp,3,3
emotion,3,3
brightness,3,3
3000 lbs,3,3
car guy,3,3
sand,3,3
us msrp,3,3
another audi,3,3
2.0t dsg,3,3
2008' cts,3,3
independent mechanic,3,3
goods,3,3
investment,3,3
rates,3,3
interest rate,3,3
first thing,3,3
sarcasm,3,3
humor,3,3
any views,3,3
"$10,000 difference",3,3
much more  toyota,3,3
xkr,6,3
assembly line,4,3
carrera,3,3
old bmw,3,3
gripe,3,3
best example,3,3
these comments,3,3
furniture,3,3
groceries,3,3
3series,3,3
toyota mic range,3,3
baby seat,3,3
lola,5,3
driving pleasure,3,3
former s2000 owner,3,3
bose stereo,3,3
two weeks,3,3
different folks,3,3
smallest caddy,3,3
6 weeks,3,3
3 weeks,3,3
price cap,3,3
whole different story,3,3
same manufacturer,4,3
hairs,3,3
these 2  car,3,3
those  acura,3,3
markup,3,3
merit,3,3
snow plow,3,3
judge,3,3
any complaints,3,3
ed  car,3,3
mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz   car,3,3
1990s,3,3
better fit,3,3
child seat,4,3
no frills,3,3
season,3,3
songs,3,3
bigger brakes,3,3
same performance,3,3
efficiency,3,3
bmw and   mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz,3,3
hd,4,3
mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz      mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz,3,3
extras,3,3
southeast,3,3
one word,3,3
new redesign,3,3
only complaint,3,3
movie,3,3
pontiac 5 interior,3,3
left knee,3,3
exact car,3,3
swivel xenons,3,3
rear spoiler,3,3
deep discounts,3,3
50 lbs,3,3
intersection,3,3
l saturn sdada,3,3
dvd audio,3,3
front runner,3,3
e90  bmw,3,3
car review,3,3
car seat,4,3
volvo r's 0-60 time,3,3
bodies,3,3
feb,5,3
$28k,4,3
no plans,3,3
you&#146;re,5,3
another board,3,3
handle,4,3
directions,3,3
as,3,3
18mpg,6,3
two friends,3,3
most consumers,4,3
most everything,3,3
business trip,3,3
250 awd,3,3
all- luxury,3,3
also-ran,3,3
these other  car,3,3
old one,3,3
contenders,3,3
g sedan,3,3
toilet,3,3
only the second best plant,3,3
lexus plant,3,3
kia hyundai ummm,3,3
4.9 sec,3,3
driving enthusiast,3,3
plant,4,3
politics,3,3
"16  ""  kia hyundai  wheels",3,3
2 days,3,3
studio,3,3
"5'8  ""  kia hyundai",4,3
recognized luxury car,3,3
steering feel,3,3
standard vinyl  seat,4,3
stop light,3,3
software,3,3
power windows,3,3
bit c dodge ped,3,3
esses,3,3
4 cylinder,3,3
good time,3,3
insult,3,3
cough,5,3
model t,3,3
ummmm,3,3
ing,3,3
denials,4,3
daytime contact information,3,3
trim levels,3,3
closer look,3,3
kia hyundai  leather,3,3
tops,3,3
markets,3,3
intent,4,3
skid pad,3,3
vinyl  seat,3,3
all conditions,3,3
non sport,3,3
another post,3,3
gm car,3,3
luxury group,3,3
just my opinion,3,3
attempts,3,3
only vehicle,3,3
more information,3,3
levels,3,3
every ellps,3,3
same issue,3,3
different blend,3,3
swapalease,3,3
more feedback,3,3
us  car,3,3
shoppers,3,3
all due respect,3,3
about $35k,3,3
345i,3,3
present,3,3
bmw fan,5,3
most  toyota,3,3
track record,3,3
same ballpark,3,3
pits,3,3
seat belt feeders,7,3
it.that,3,3
disadvantages,3,3
no soul,3,3
any luxury car,3,3
gadget,3,3
water (fuel) tank,3,3
switchbacks,3,3
virtually all,3,3
tie,3,3
pappy,3,3
goodness,3,3
car payment,3,3
pats,3,3
own money,3,3
what options,3,3
attempt,3,3
new buyers,3,3
manufacture,3,3
6 seconds,3,3
then some,3,3
loaded cts,3,3
speed6,3,3
heaven,3,3
isolation,3,3
rocklee,3,3
any time,3,3
65k,4,3
stake,3,3
"""  kia hyundai fun factor",3,3
daily basis,3,3
advertiser,3,3
600 hp,3,3
long torso,3,3
february issue,3,3
any need,3,3
"best   ""  kia hyundai all-around  ""  kia hyundai  vehicle",3,3
bad  car,3,3
best friend,3,3
infiniti  pontiac 5 sport,3,3
personality,3,3
sloppy handling,3,3
worthless doodads,3,3
may,3,3
bigger back seat,3,3
real problem,3,3
good alternative,3,3
bangle butt,3,3
luxury maker,3,3
texas panhandle,3,3
perfect car,3,3
8-10 years,3,3
any level,3,3
observations,3,3
tan interior,3,3
correction,3,3
lens,3,3
lumbar,4,3
even ford,3,3
serious sports sedan,3,3
many bmw owners,3,3
certain things,3,3
any gm,3,3
hyundai pheric levels,3,3
exhaust note,3,3
nurburing,3,3
best place,3,3
tl owner,3,3
concerns,3,3
ster volkswagen,3,3
washin pontiac,3,3
japanese ellps,3,3
how lexus,3,3
high end,3,3
its peers,3,3
ttl,3,3
current ride,3,3
e91,7,3
very high quality,3,3
same number,3,3
different classes,3,3
synthetic oil,3,3
poor reliability,3,3
dozen,3,3
another  bmw,3,3
kia hyundai entry level luxury performance sedan,3,3
any manufacturer,3,3
250/350,3,3
ugly interior,3,3
vapor ware,3,3
function,3,3
loaners,3,3
nimbleness,3,3
rpms,3,3
extra room,3,3
earlier post,3,3
silver,3,3
joe131,3,3
skoda,3,3
sports  seat,3,3
device,3,3
exterior design,3,3
56k,4,3
bigger  car,4,3
more features,3,3
2800lbs,3,3
mr. meyer,4,3
boy,3,3
comparable vehicles,3,3
bad one,3,3
only things,3,3
steep driveway,3,3
any other  car,3,3
4wd,3,3
fee,3,3
only choices,3,3
130k miles,3,3
i-6,3,3
mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz,3,3
6 cd changer,3,3
130k,3,3
flip side,3,3
lexus is250,3,3
right time,3,3
13 years,3,3
park d,3,3
compact sedan,3,3
rear-wheel-drive,3,3
single car,3,3
s class,3,3
many devices,3,3
car.that,3,3
gas guzzler tax,3,3
rockyp.s,3,3
2007  bmw,3,3
cat,3,3
any  pontiac,3,3
candidate,3,3
new cts interior,3,3
base is350,3,3
american luxury,3,3
same driver,3,3
what lexus,3,3
great looking car,3,3
no choice,4,3
poor steering,3,3
poor roadfeel,3,3
3.7 twin turbo,3,3
200 miles,3,3
pace,3,3
first step,3,3
raw power,3,3
its styling,3,3
5.1 seconds,3,3
reports,3,3
privilege,3,3
other countries,3,3
ears,3,3
'06 330i,3,3
free maintence,3,3
c240,5,3
vanilla,3,3
base engine,4,3
seat cushion,3,3
radiator,3,3
subaru  subaru,3,3
330i zhp,3,3
author,3,3
free miles,3,3
hard acceleration,3,3
next couple,3,3
free oil changes,3,3
entire line,3,3
bolt,3,3
one bad experience,3,3
bmw dealership,3,3
either.i,3,3
great thing,3,3
luxury automobiles,3,3
2006 models,3,3
us dollars,4,3
flingability,3,3
rim,5,3
no intention,3,3
2007 lexus,3,3
sport coupe,3,3
affordability level,4,3
war,3,3
aftermarket rims,3,3
2nd gen,4,3
many features,3,3
bland,3,3
#3 son,3,3
all the ellps,3,3
exact same car,3,3
big plus,3,3
more sport,3,3
oppertunity,3,3
2007 model,3,3
genre,3,3
writer,5,3
hesitation,3,3
all my  car,3,3
kia hyundai cts,3,3
right size,3,3
new discussion,3,3
big family,3,3
legit contender,4,3
chin,3,3
car reviews,3,3
any vehicle,3,3
viable alternative,3,3
downshifts,3,3
elbow,5,3
kia hyundai sorry,3,3
simple fact,3,3
crossovers,3,3
200 lbs,3,3
luxury content,3,3
tip,3,3
topics,3,3
fashion,3,3
sho,3,3
desires,3,3
"30,000 miles",3,3
mechanical issues,3,3
rwd sport sedan,3,3
outlier,3,3
cheapest car,3,3
75%,3,3
royce,3,3
ideal,3,3
all  honda,3,3
examples,3,3
its horsepower,3,3
ps,3,3
separate class,3,3
same degredation,3,3
early clk,3,3
ecu,5,3
"""  kia hyundai cockpit  ""  kia hyundai",3,3
3 series  sedan,3,3
different opinions,3,3
performance  car,3,3
other reasons,3,3
same price range,4,3
last place,3,3
another thing,3,3
rear end,8,3
brand loyalty,3,3
barge,3,3
smallest house,3,3
"""  kia hyundai luxury  ""  kia hyundai",4,3
deepest feelings,3,3
exquisite opinions,3,3
engine upgrades,3,3
2-door,3,3
larger  car,3,3
three pedals,3,3
decent amount,3,3
great example,3,3
local bmw,3,3
more performance,4,3
154k miles,3,3
l.a,3,3
"""  kia hyundai butt",3,3
those vehicles,3,3
reliablity,3,3
polling friends,3,3
own opinions,3,3
154k,3,3
interior materials,3,3
w208,4,3
300ce,5,3
big engine,3,3
real performance,3,3
5x,3,3
bumps,3,3
what year,3,3
first few years,3,3
exterior looks,3,3
"kia hyundai entry-level  ""  kia hyundai",3,3
900s,3,3
all buyers,3,3
acceptance,3,3
ratio,3,3
four sets,3,3
kia hyundai p,3,3
2007  pontiac 5 sedan,3,3
safety engineering,3,3
vents,3,3
higher quality,3,3
same material,3,3
performance package,3,3
performance reviews,3,3
any problem,3,3
2006  audi,3,3
6 months,3,3
guts,3,3
automobile's long term test,3,3
pieces,3,3
haha,3,3
these types,3,3
cr surveys,3,3
only ones,3,3
potential buyer,3,3
20k miles,3,3
rest saturn nts,3,3
harmony,3,3
"kia hyundai   ""  kia hyundai",3,3
all manufacturers,3,3
not because its the best ellps,3,3
dsg tranny,3,3
smg,3,3
lower gear,3,3
wtf,3,3
dsc,3,3
many models,3,3
vinyl,3,3
4 door version,3,3
another grand,3,3
lux  car,3,3
fwd vehicle,3,3
any price,3,3
any interest,3,3
these type,3,3
kia hyundai pathetic,3,3
good quality wood,4,3
blinde,3,3
art toyota,4,3
exclusive rights,3,3
quality leather,3,3
gm vehicles,3,3
esp  buick,3,3
very supple leather,3,3
flaws,3,3
nice leather,3,3
dealer accessories,3,3
wheel wells,3,3
$4k,3,3
not a single car,3,3
longshot,3,3
domain,3,3
every buyer,5,3
another suv,3,3
very soft leather,3,3
iirc,3,3
full range,4,3
shape,3,3
seat  toyota,5,3
all people,3,3
one engine,3,3
liberace,3,3
photos,3,3
306hp,7,3
wide margin,3,3
harsh road impacts,3,3
most manufacturers,3,3
all ellps,3,3
ideas,3,3
object,3,3
many drivers,3,3
toyota mic,4,3
song,3,3
mr. wizard,3,3
$25000 competes,3,3
used  bmw,3,3
limb,3,3
various forums,3,3
risk,3,3
senses,3,3
15k miles,3,3
330is,4,3
entry luxury class,3,3
personal opinions,3,3
its fwd layout,3,3
no voodoo,3,3
07s,7,3
major factor,3,3
valid point,3,3
comparison test,4,3
road feel,3,3
fully loaded midsize car,3,3
old  pontiac,3,3
most owners,3,3
both the g,3,3
06 tl,3,3
3000gt,4,3
intention,3,3
545i,12,3
driver memory settings,3,3
bi-xenon headlights,3,3
class lacking,3,3
essential feature,3,3
many car buyers,3,3
dedicated set,3,3
fanfare,3,3
you test,3,3
curb,4,3
awd  car,3,3
personal use,3,3
350i,6,3
5.3 seconds,3,3
aaron copland,3,3
charade,3,3
3.0 v6,4,3
$1000 profit,4,3
2 x types,4,3
birdcage,3,3
actual owners,3,3
cash purchase,3,3
flats,3,3
almost nobody,3,3
reliability factor,3,3
sample size,3,3
325e,4,3
maintenance cost,3,3
no advantage,3,3
tick,3,3
8k,3,3
excise tax,4,3
necessity,3,3
leased  car,3,3
little acquisition,3,3
calculation,4,3
decent fuel mileage,3,3
50 mph,3,3
unidirectional tires,3,3
550i sport,3,3
front tires,3,3
no substitute,3,3
gen,3,3
new class,3,3
very  toyota,3,3
lag,3,3
pond,3,3
vegas,3,3
shipping charges,3,3
all the paperwork,5,3
proxy,3,3
3600lbs,3,3
3400lbs,3,3
"6'3  ""  kia hyundai",3,3
other person,3,3
corporation,3,3
plan,3,3
long drives,3,3
lufthansa,3,3
smaller  car,3,3
sport trim,3,3
buddies,3,3
hatchback,3,3
station wagons,3,3
arrival,3,3
survey results,3,3
ford mondeo,3,3
tire rotations,3,3
front driver,3,3
bigger car,3,3
weight savings,3,3
rwd vehicle,3,3
european  honda,3,3
2 things,3,3
flat tire,3,3
full size,4,3
its hard,3,3
mo toyota ed,3,3
all the help,4,3
new  hyundai,3,3
geometry,3,3
24mo,3,3
21 mpg,3,3
over $40k,3,3
cap cost,3,3
driving enthusiasts,3,3
monthly payment,3,3
doo,3,3
couple years,3,3
these costs,3,3
false advertising,3,3
24k miles,3,3
only disadvantage,3,3
3 series fans,3,3
ongoing discussion,3,3
convertible,3,3
excellence,4,3
faults,3,3
best performing car,3,3
trees,3,3
government,3,3
rips,3,3
out,3,3
super dodge,3,3
quickness,3,3
family car,3,3
manhattan,3,3
new,3,3
today's  car,3,3
excellent car,3,3
knob,3,3
upstate ny,3,3
two things,3,3
feather,3,3
kia hyundai  toyota,3,3
datsun,4,3
better tires,3,3
scratch,3,3
shot,3,3
normal driving position,3,3
3 series.i,3,3
b210gx,5,3
f10,3,3
don't l toyota  safety,3,3
more safety features,3,3
et al,3,3
100lbs,3,3
3 times,3,3
530ia,3,3
ipod,3,3
standard family car,3,3
"bmw,   mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz",4,3
winter wheel/tire set,4,3
showrooms,3,3
higher level,3,3
safety equipment,3,3
less power,3,3
sound deadening,3,3
front bumper,3,3
300 lbs,3,3
boat load,3,3
rwd  sedan,3,3
engine compartment,3,3
same breath,3,3
dollar amount,3,3
4th gear,3,3
sunshades,3,3
published numbers,3,3
50-70 times,4,3
2nd gear,3,3
same note,3,3
full-time awd,3,3
frustration,3,3
only factor,3,3
az,3,3
drivers seat,3,3
nyccarguy,3,3
long test drive,3,3
other parts,3,3
about 30%,3,3
exactly my point,3,3
big guy,3,3
audi   audi,3,3
notion,3,3
"""  kia hyundai rwd line  ""  kia hyundai",3,3
abundant understeer,3,3
fast lap times,3,3
triangle,7,3
minimal time,3,3
turning,3,3
straight line acceleration,3,3
30%,4,3
almost every way,3,3
3 vehicles,3,3
not a bad car,3,3
new  chevrolet,3,3
other guys,3,3
uaw member,3,3
single person,3,3
125k miles,3,3
125k,3,3
'06 330xi,3,3
90 days,3,3
at,6,3
card,4,3
visions,3,3
wax,3,3
segments,3,3
monster,3,3
next week,3,3
lottery,3,3
r8,5,3
1 series coupe,3,3
two miatas,3,3
pigs,3,3
guesses,3,3
new blood,3,3
crown vic,3,3
grudge,3,3
100  car,3,3
bmw buyers,3,3
customer satisfaction,3,3
low mileage,3,3
same page,3,3
1-series discussion,3,3
no bearing,3,3
great mpg,3,3
only problem,3,3
"1-series, not street prices",3,3
street prices,3,3
certain amount,3,3
kia hyundai street prices,3,3
off-topic,3,3
survey,3,3
60%,3,3
'98  audi,3,3
real deal,3,3
911 coupe,3,3
rear window,4,3
lemons,3,3
body styles,3,3
no back seat,3,3
surveys,3,3
last 20 years,3,3
extension,3,3
2 door,3,3
tech toys,3,3
logo buyers,3,3
2 feet,3,3
one point,4,3
brake issue,3,3
lexus corp,3,3
large number,3,3
20-30 days,4,3
free loaner,3,3
car's  saturn l qualities,3,3
300 horsepower,3,3
kia hyundai facts,3,3
update,4,3
iphone,3,3
nissan s,3,3
biggest challenge,3,3
newer models,3,3
cleaning,3,3
those little strips,3,3
moldings,5,3
zaino,3,3
lease subsidies,3,3
old cts,5,3
winter weather,3,3
front grill,3,3
sunoco,5,3
boston area,3,3
no fun,3,3
devil's advocate,3,3
4 door sedan,5,3
caddilac,5,3
kia hyundai brilliant,3,3
creativity,3,3
parallel,3,3
window sticker,3,3
"50,000 miles",4,3
no nav,3,3
toyota  zone,3,3
early  acura,3,3
voice command system,3,3
enormous amount,3,3
very  mazda r,3,3
interesting comments,3,3
first-hand,3,3
size/weight,3,3
all its dimensions,3,3
passenger space,3,3
e class(which,3,3
more  bmw,3,3
well(of,3,3
gm's  seat,3,3
rear seat gain,3,3
2 inches,4,3
mexico,4,3
new  bmw /   mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz   competitor,3,3
heavy side,3,3
billions,3,3
suit,3,3
fuel gauge,3,3
separation,3,3
same group,3,3
you l toyota ed,3,3
lowest end model,3,3
beef,3,3
signing,4,3
web site,3,3
all these techno/electronic do-dads,3,3
eye-opener,3,3
330d,5,3
saturday night,4,3
cassette,3,3
drift,3,3
toll,3,3
bmw  sport,3,3
mustard,3,3
mostly  honda,3,3
49k,3,3
tiptronic,3,3
findings,3,3
sale price,3,3
followings,3,3
s560,4,3
30mpg,4,3
2008 tl,3,3
23 mpg,3,3
straightline acceleration,3,3
very top,3,3
all the odds,3,3
who  toyota d,3,3
bounds,3,3
side note,3,3
one review,3,3
x28i,8,3
toys,3,3
far better car,3,3
circles,3,3
spec,3,3
north,4,3
other sources,3,3
2002 530i,4,3
other goodies,3,3
backs,3,3
all these,3,3
nod,3,3
pedal,4,3
27mpg,6,3
several reasons,3,3
2009 audi  audi,3,3
5 feet,3,3
few miles,3,3
main reasons,3,3
another couple,3,3
kia hyundai entry level luxury performance  sedan,3,3
155mph,5,3
back end,3,3
two options,3,3
what planet,3,3
entry lux performance,3,3
03 330i,3,3
edmunds review,3,3
highway  chrysler,3,3
lax,3,3
awd sport sedan,3,3
eibach springs,4,3
home heating oil,3,3
useful products,4,3
heavier molecules,3,3
shipo's point,4,3
tuning,3,3
axis,3,3
tomorrow,3,3
complexity,4,3
new s5,3,3
inline engine,3,3
current ones,3,3
driver's car,3,3
3 year lease,3,3
good money,3,3
every person,3,3
brochure,3,3
good,3,3
10k miles,3,3
60k miles,3,3
almost nothing,3,3
ray,3,3
excellent independent mechanic,3,3
no baseline,3,3
b2b,6,3
2nd car,3,3
winter months,3,3
e30  bmw,3,3
con ford,3,3
designs,3,3
525xi,4,3
pearl,3,3
sweet spot,3,3
2011 models,3,3
new  buick,3,3
sport mode,5,3
european driving experience,3,3
infiniti   dodge,3,3
sales people,3,3
manager,3,3
timing belt,3,3
weight and fuel penalty,3,3
every car year round,3,3
just a few days,3,3
snowstorm,3,3
blizzard,3,3
eye contact,3,3
10 year-old jeep cherokee,3,3
awd form,3,3
rwd  infiniti,3,3
3g,3,3
dct,3,3
lawman,3,3
e30 325i,3,3
0.84g,3,3
tlawd,3,3
84g,3,3
new vehicle,3,3
actual price,3,3
2002 s2000,3,3
"10,000 miles",3,3
about 50%,3,3
vq,3,3
no incentives,4,3
acquisition,3,3
interest payment,3,3
transmission  problem,3,3
snap,3,3
interior appointments,3,3
b/c,3,3
nice work,3,3
quirks,3,3
timing belts,3,3
3 acuras,3,3
tl trans,3,3
trannies,3,3
these  problem,3,3
chevrolet way,3,3
warantee,3,3
service advisor,3,3
class action lawsuit,3,3
transaction,3,3
/c,3,3
mass,3,3
2012 tl,3,3
just the way,3,3
'01 bmw 330i,3,3
any acura,3,3
2003 tl type,3,3
japanese vehicle,3,3
edwards,3,3
manufacturer discrepancies,3,3
emissions,3,3
individuals,3,3
later years,3,3
much value,3,3
taxis,3,3
warts,3,3
smarty,5,3
100hp,3,3
volkswagen  cc,3,3
several hundred dollars,3,3
boss,3,3
cpo car,3,3
bmw  bmw   bmw,3,3
infiniti  infiniti,3,3
past maintenance,3,3
discussion title,3,3
'08  acura,3,3
price points,3,3
chevrolet ly,3,3
2007 bmw  bmw,3,3
opaline,4,3
its 230 horsepower,3,3
"no nav, leatherette",3,3
hemi,3,3
infiniti brand,3,3
so many things,3,3
entry level car,3,3
170lbs,3,3
proper luxury sedan,3,3
rwd vehicles,3,3
auto industry,3,3
acura badges,3,3
new z4,3,3
backup sensors,3,3
audi  2.0t prestige,3,3
tl advance,6,3
exact same route,3,3
lighting,3,3
epitome,3,3
verona,6,3
b&b,7,3
la spezia,4,3
stabs,3,3
acura lineup,3,3
goodyear,3,3
umber,3,3
retail,3,3
lease rates,3,3
squat,3,3
sec,2,2
el,3,2
what percentage,2,2
"ls,  audi , 7er and    mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz  mercedes-benz benz mercedes-benz benz mercedes-benz benz mercedes-benz benz",2,2
worthy luxury car alternative,2,2
ludacris imho,2,2
one 3 series manual coupe,2,2
another state,2,2
what race,2,2
nuburing,2,2
couple laps,2,2
desirability,2,2
brief moment,2,2
black,2,2
shaft,2,2
most dealers,2,2
no availability,2,2
reflashed chip,2,2
power gain,2,2
dinan performance add-ons,2,2
other tuners,2,2
impossible dream,2,2
airplanes,2,2
as much performance,2,2
gorgeous car,2,2
bargain price,2,2
automotive world,2,2
xede,2,2
xenon lights,2,2
great interior,2,2
stand,2,2
boxter,3,2
"kia hyundai performance-wise  ""  kia hyundai",2,2
"kia hyundai luxury-wise  ""  kia hyundai",2,2
"at least the   ""  kia hyundai performance  ""  kia hyundai  class",2,2
metallic,2,2
face brands,2,2
is.i,2,2
2007 volvo  volvo,2,2
designer label suit,2,2
any credibility,2,2
just a basic  bmw,2,2
okey dokey,2,2
330i zsp,2,2
air fare,2,2
acura's  acura,2,2
moment's hesitation,2,2
sirius module,2,2
marque,2,2
)i,2,2
wonderful choice,2,2
other buyers,2,2
detraction,2,2
"""  kia hyundai other  ""  kia hyundai  car",2,2
1996 isuzu trooper,2,2
haves,2,2
screamer,2,2
"60,000 miles",2,2
$35k car,2,2
39 months,2,2
dodge  bank lease alease payment,2,2
monthterm,2,2
main concern,2,2
$23k,2,2
performance difference,2,2
07  bmw  sedan,2,2
only $1800 more so sub 38k pricing,2,2
oddball,2,2
'07  pontiac,2,2
tie-breaker,2,2
previous faux pas,2,2
lexus suspension,2,2
bmw museum,2,2
west coast,2,2
compass,2,2
option packages,2,2
not me,2,2
insane deal,2,2
tough nut,2,2
3 year true cost,2,2
luxury segment,2,2
all means,2,2
reality bites,2,2
beemer and mb badges,2,2
too much credit,2,2
nav.system,2,2
chrome rims,2,2
8 am,2,2
midnight,2,2
resale issue,2,2
vz nav,2,2
serious competition,2,2
inside line,2,2
slalom speeds,2,2
first test drive,2,2
thumb,2,2
spouse,2,2
all season,2,2
new bimmer,2,2
limo,2,2
all the ellps  car,2,2
elise,2,2
low cost,2,2
well equiped  bmw,2,2
several occasions,2,2
3 sets,2,2
bad luck,2,2
"5'11  ""  kia hyundai",2,2
"6'5  ""  kia hyundai",2,2
last couple days,2,2
show room,2,2
same msrp,2,2
offering,2,2
asians,2,2
"saabs,= sucky",2,2
front wheel drive platform,2,2
tourque,2,2
switchgear,2,2
controlled conditions,2,2
pirelli,2,2
plastics,2,2
driver precise control,2,2
ringer,2,2
280z,3,2
progression,2,2
lexi,2,2
2018 saab,2,2
2000 or 2001 9-3 convertible,2,2
horsepower king title,2,2
tenth,2,2
agony,2,2
passport,3,2
start-up,2,2
10 - 15 years,2,2
grades,3,2
marketing department,2,2
different brands,2,2
tuner chips,2,2
treadwear grade,2,2
300/300,3,2
ranks,2,2
tennessee,2,2
vastly bigger and better optioned out competitor,2,2
name-brand factor,2,2
segment.i,2,2
long term maintenance costs,2,2
detriment,2,2
c550,3,2
380 horsepower,2,2
small bumps,2,2
ride  toyota,2,2
new body,2,2
very high msrp numbers,2,2
true sportscar,2,2
bottle,3,2
postive thing,2,2
instructor,2,2
fun driving,2,2
(imo)regards,2,2
service department,2,2
aftermarekt unit,2,2
350 hp chip,2,2
old adage,2,2
higher performance chips,2,2
300 torque,2,2
20 year-old bmw,2,2
couple weeks,2,2
those engines,2,2
every drop,2,2
bmw  sales,2,2
latte,2,2
$31k,2,2
gold standard,2,2
1000+ hp caddy v-16,2,2
rechipped ecu,2,2
reading,2,2
turbo  car,2,2
workmanship,2,2
satellite radio,2,2
chip company,2,2
higher performance chip,2,2
increased performance,2,2
good chunk,2,2
upcoming 2009  bmw,2,2
it.but,2,2
approach,2,2
much credibility,2,2
pre-production version,2,2
detroit auto show,2,2
basic terms,2,2
one warranty,2,2
$5k,2,2
impressive acceleration,2,2
european buick,3,2
lucerne cxs start,2,2
top pick,2,2
win,2,2
