candidate,raw_count,message_reach
low quality,3,3
fair price,3,3
proper luxury sedan,4,3
classes,3,3
50 miles,3,3
super dodge,3,3
faults,3,3
washin pontiac,3,3
snow plow,3,3
dvd audio,3,3
decent fuel mileage,3,3
crown vic,3,3
snowstorm,3,3
just a few days,3,3
over 3000 lbs,3,3
compact  car,3,3
imho.regards,3,3
carrera,3,3
xkr,6,3
"$10,000 difference",3,3
bose stereo,3,3
former s2000 owner,3,3
every available option,4,3
pigs,3,3
wonderful thing,3,3
45k miles,3,3
higher quality,3,3
vents,3,3
6 months,3,3
2006  audi,3,3
same manufacturer,4,3
whole different story,3,3
price cap,3,3
performance package,4,3
trees,3,3
almost nobody,3,3
flats,3,3
50 mph,3,3
same performance,3,3
bigger brakes,3,3
bad one,3,3
200 miles,3,3
european driving experience,3,3
infiniti   dodge,3,3
new  buick,3,3
every car year round,3,3
weight and fuel penalty,3,3
l saturn sdada,3,3
welcome thing,3,3
cts revamp,3,3
10 days,3,3
new z4,3,3
acura badges,3,3
new blood,3,3
guesses,3,3
bmw   sedan,3,3
1-series discussion,3,3
same page,3,3
g sedan,3,3
contenders,3,3
exteriors,3,3
hyundai pheric levels,3,3
quickness,3,3
off-topic,3,3
front tires,3,3
550i sport,3,3
unidirectional tires,3,3
one reason,3,3
1 series coupe,3,3
auto industry,3,3
great thing,3,3
new redesign,3,3
cnbc,3,3
haha,3,3
pieces,3,3
pedals,3,3
same material,3,3
smallest caddy,3,3
judge,3,3
concerns,3,3
best place,3,3
exhaust note,3,3
stop light,3,3
"1-series, not street prices",3,3
no bearing,3,3
its hard,3,3
full size,4,3
flat tire,3,3
child seat,4,3
those  acura,3,3
baby seat,3,3
3series,3,3
certain amount,3,3
f1  car,3,3
timing belt,3,3
real problem,3,3
personality,3,3
most consumers,4,3
politics,3,3
lexus plant,3,3
only the second best plant,3,3
no soul,3,3
track record,3,3
fixed mortgage rates,3,3
front runner,3,3
affordable  home,3,3
synthetic oil,3,3
/c,3,3
class action lawsuit,3,3
blame,3,3
interest rates,3,3
14%,3,3
skoda,3,3
tops,3,3
us  car,3,3
bit c dodge ped,3,3
old one,3,3
most everything,3,3
car seat,4,3
hurry,3,3
reel,3,3
2011 models,3,3
best example,3,3
old bmw,3,3
more information,3,3
plant,4,3
manufacture,3,3
low price,3,3
only problem,3,3
great mpg,3,3
'98  audi,3,3
brake fluid,3,3
no plans,3,3
nov,3,3
volvo r's 0-60 time,3,3
daily basis,3,3
heaven,3,3
ind toyota,3,3
8-track player,3,3
tapes,4,3
memories,3,3
winter wheel/tire set,4,3
low mileage,3,3
long drives,3,3
new buyers,3,3
roadster,3,3
thanksgiving,3,3
all suvs,3,3
season,3,3
cassette player,3,3
cassettes,3,3
20k miles,3,3
steering feel,3,3
automobile's long term test,3,3
only ones,3,3
rips,3,3
machines,3,3
best performing car,3,3
sporty sedan,3,3
excellence,4,3
sweet spot,3,3
rocklee,3,3
database burp,3,3
entry level luxury performance sedan l toyota,3,3
cadillac sts part,3,3
headphones,3,3
advertiser,3,3
cr surveys,3,3
these types,3,3
bmw free maintenance,3,3
any vehicle,3,3
convertible,3,3
ongoing discussion,3,3
3 series fans,3,3
no back seat,3,3
rear window,4,3
911 coupe,3,3
brake pedal,3,3
bigger back seat,3,3
best   all-around  vehicle,3,3
february issue,3,3
euro  car,3,3
all manufacturers,3,3
logo buyers,5,3
body styles,3,3
standard family car,3,3
lemons,3,3
observations,3,3
it.so,3,3
dodge ps,3,3
posted speeds,3,3
banked corners,3,3
daily commute,3,3
abot,3,3
couple years,3,3
new  hyundai,3,3
monthly payment,3,3
handle,4,3
you&#146;re,5,3
volvo s40,3,3
only disadvantage,3,3
24k miles,3,3
21 mpg,3,3
24mo,3,3
false advertising,3,3
these costs,3,3
ttl,3,3
how lexus,3,3
japanese ellps,3,3
sporting,3,3
infiniti  pontiac 5 sport,3,3
joe131,3,3
brake issue,3,3
one point,4,3
2 feet,3,3
2012 tl,3,3
past maintenance,3,3
then some,3,3
6 seconds,3,3
tech toys,3,3
any manufacturer,3,3
very high quality,3,3
realm,3,3
rev,3,3
better brakes,3,3
exactly my point,3,3
525xi,4,3
nameplate,3,3
gm car,3,3
shoppers,3,3
essence,3,3
bmw buyers,3,3
600 hp,3,3
mode,3,3
sport mode,5,3
exterior design,3,3
sports  seat,3,3
second look,3,3
20-30 days,4,3
grudge,3,3
best handling performance vehicle,3,3
driving enthusiasts,3,3
2003 tl type,3,3
any acura,3,3
'01 bmw 330i,3,3
just the way,3,3
b-school classmates,3,3
mass,3,3
cap cost,3,3
over $40k,3,3
nimbleness,3,3
loaners,3,3
american luxury,3,3
lexus corp,3,3
manual option,3,3
4wd,3,3
steep driveway,3,3
only things,3,3
those vehicles,3,3
pearl,3,3
90 days,3,3
survey,3,3
customer satisfaction,3,3
car'saturn l qualities,3,3
100  car,3,3
free loaner,3,3
large number,3,3
pontiac  gt,3,3
larger  car,3,3
luxury vehicles,3,3
surveys,3,3
iphone,3,3
update,4,3
experts,3,3
quality drive,3,3
detroit torque,6,3
spouse,3,3
grandpa,3,3
warantee,3,3
smg,3,3
lady,3,3
dsg tranny,3,3
base is350,3,3
more features,3,3
no choice,4,3
ears,3,3
saying,3,3
exact same route,3,3
backup sensors,3,3
-awd,3,3
2 door,3,3
extension,3,3
4 door sedan,5,3
300 horsepower,3,3
present,3,3
geometry,3,3
e91,8,3
last 20 years,3,3
bmw dealership,3,3
big plus,3,3
new   mercedes-benz,3,3
vanilla,3,3
no fun,3,3
moldings,5,3
250/350,3,3
function,3,3
another grand,3,3
dsc,3,3
wtf,3,3
lower gear,3,3
zaino,3,3
those little strips,3,3
biggest challenge,3,3
sho,3,3
crossovers,3,3
exact same car,3,3
#3 son,3,3
aftermarket rims,3,3
many features,3,3
us dollars,4,3
same issue,3,3
nurburing,3,3
vinyl,3,3
many models,3,3
fwd vehicle,3,3
bmw fan,5,3
mr. meyer,5,3
water (fuel) tank,3,3
you l toyota ed,3,3
same group,3,3
early  acura,3,3
old cts,5,3
either.i,3,3
2007 lexus,3,3
elbow,5,3
first step,3,3
boston area,3,3
sunoco,5,3
newer models,3,3
toyota  zone,3,3
winter weather,3,3
cleaning,3,3
any price,3,3
lux  car,3,3
these type,3,3
4 door version,3,3
vapor ware,3,3
different classes,3,3
same number,3,3
front driver,3,3
tire rotations,3,3
ford mondeo,3,3
all the help,4,3
mo toyota ed,3,3
2 things,3,3
devil's advocate,3,3
desires,3,3
ecu,5,3
gm vehicles,3,3
quality leather,3,3
exclusive rights,3,3
pace,3,3
3.7 twin turbo,3,3
extra room,3,3
luxury sport sedan,3,3
e30  bmw,3,3
designs,3,3
caddilac,5,3
front grill,3,3
beef,3,3
lowest end model,3,3
other countries,3,3
all  honda,3,3
any interest,3,3
royce,3,3
decent amount,3,3
three pedals,3,3
even ford,3,3
any level,3,3
texas panhandle,3,3
345i,3,3
every ellps,3,3
strategy,3,3
attempts,3,3
places,3,3
5.1 seconds,3,3
rear-wheel-drive,3,3
dealer accessories,3,3
very supple leather,3,3
esp  buick,3,3
free maintence,3,3
2 days,3,3
manufacturer discrepancies,3,3
edwards,3,3
wards,3,3
more performance,4,3
its horsepower,3,3
power windows,3,3
software,3,3
directions,3,3
it.that,3,3
spec,3,3
parallel,3,3
creativity,3,3
winter months,3,3
interesting post,3,3
con ford,3,3
movie,3,3
ff miles,3,3
safety engineering,3,3
acceptance,3,3
last place,3,3
900s,3,3
b2b,6,3
audi / audi,3,3
followings,3,3
rwd vehicle,3,3
park d,3,3
oppertunity,3,3
more sport,3,3
$4k,3,3
wheel wells,3,3
flaws,3,3
every buyer,5,3
compact sedan,3,3
attempt,3,3
most  toyota,3,3
all due respect,3,3
more feedback,3,3
european  honda,3,3
entry lux performance,3,3
other sources,3,3
talk,3,3
north,4,3
more powerful engine,3,3
hd,4,3
songs,3,3
mp3 cd,3,3
window sticker,3,3
also-ran,3,3
niche market,4,3
excellent independent mechanic,3,3
crackers,3,3
time period,3,3
munich airport,5,3
meal,3,3
rest saturn,3,3
toyota mic range,3,3
next step,3,3
nature,3,3
plane,3,3
same price range,4,3
sure leather,3,3
nice leather,3,3
mercedes-benz   car,3,3
second month,3,3
decent deal,3,3
own opinions,3,3
different opinions,3,3
shape,3,3
full range,4,3
very soft leather,3,3
connection,4,3
car'system,3,3
earphones,3,3
2006 330xi,3,3
another vehicle,3,3
low-profile tires,3,3
size/weight,3,3
"50,000 miles",4,3
2nd car,3,3
99.9%,3,3
best option,3,3
summer ru toyota,3,3
capability,3,3
heart attack,3,3
suppliers,3,3
engine mounts,3,3
enormous amount,3,3
voice command system,3,3
manager,3,3
sales people,3,3
weight savings,3,3
arrival,3,3
-volvo,3,3
all- luxury,3,3
same color,3,3
someone  toyota d,3,3
identity,3,3
highways,3,3
transaction,3,3
every person,3,3
steering column,3,3
quite  toyota,3,3
5'7,3,3
great discount,3,3
4.9 sec,3,3
e class(which,3,3
new vehicle,3,3
passenger space,3,3
all its dimensions,3,3
first-hand,3,3
smaller  car,3,3
3400lbs,3,3
kick,3,3
another suv,3,3
one engine,3,3
all people,3,3
brand loyalty,3,3
rear end,8,3
topics,3,3
154k,3,3
interesting comments,3,3
very  mazda r,3,3
bigwheels,3,3
bikes,3,3
steer,3,3
drag,3,3
gt,3,3
500 hp,3,3
button willow,4,3
2002 s2000,3,3
2 inches,4,3
about 50%,3,3
"10,000 miles",3,3
more  bmw,3,3
fronts,3,3
discount tire,3,3
second time,3,3
limiter,3,3
old adage,3,3
hatchback,3,3
buddies,3,3
sport trim,3,3
most manufacturers,3,3
cpo car,3,3
upgrades,3,3
candidate,3,3
volkswagen  cc,3,3
boss,3,3
several hundred dollars,3,3
its sales,3,3
markup,3,3
station wagons,3,3
interpretation,3,3
class leaders,3,3
competitive edge,3,3
more gadgets,4,3
well  toyota d,3,3
contest,3,3
price gap,3,3
v honda,3,3
rear seat gain,3,3
gm'seat,3,3
even he,3,3
sucker,3,3
country roads,3,3
auto makers,3,3
e55,8,3
manner,3,3
scenario,3,3
loaded cts,3,3
no baseline,3,3
seat  toyota,5,3
306hp,7,3
many times,3,3
harsh road impacts,3,3
wide margin,3,3
polling friends,3,3
154k miles,3,3
engine upgrades,3,3
exquisite opinions,3,3
deepest feelings,3,3
back  chevrolet,3,3
mexico,4,3
billions,3,3
chevrolet ly,3,3
buy american  loyalty,3,3
ratio,3,3
all buyers,3,3
hawaii,3,3
squat,3,3
lease rates,3,3
2007  bmw,3,3
gas guzzler tax,3,3
65k,4,3
any time,3,3
long way,3,3
other reasons,3,3
very beginning,3,3
dinan chip,5,3
engine failure,4,3
same question,3,3
viable option,3,3
survey results,3,3
$25k,3,3
best luxury,3,3
verona,6,3
56k,4,3
actual price,3,3
doc,3,3
what year,3,3
big engine,3,3
300ce,5,3
w208,4,3
new vq,3,3
other  bmw,3,3
fuel gauge,3,3
retail,3,3
later years,3,3
suit,3,3
heavy side,3,3
new  bmw /   mercedes-benz   competitor,3,3
ideas,3,3
all ellps,3,3
better interior,3,3
buying public,3,3
-acura,3,3
lufthansa,3,3
corporation,3,3
much value,3,3
smaller engine,3,3
jury,5,3
war,3,3
affordability level,4,3
sport coupe,3,3
early clk,3,3
la spezia,4,3
b&b,7,3
its styling,3,3
accountant,3,3
almost nothing,3,3
60k miles,3,3
same degredation,3,3
separate class,3,3
c240,5,3
turbo engine,3,3
best handling,3,3
2007 model,3,3
good money,3,3
interest rate,3,3
$25000 competes,3,3
mr. wizard,3,3
many drivers,3,3
object,3,3
all sorts,3,3
various forums,3,3
limb,3,3
used  bmw,3,3
those devices,3,3
grunt,3,3
vegas,3,3
other person,3,3
proxy,3,3
3 year lease,3,3
signing,4,3
separation,3,3
next couple,3,3
same power,3,3
comparable vehicles,3,3
tan interior,3,3
330d,5,3
warranty claims,3,3
mud,3,3
bat,3,3
single car,3,3
13 years,3,3
chevrolet s,3,3
new volvo,3,3
130k,3,3
130k miles,3,3
eye-opener,3,3
all these techno/electronic do-dads,3,3
03 330i,3,3
2006 model,3,3
starters,3,3
330is,4,3
15k miles,3,3
emissions,3,3
all the paperwork,5,3
shipping charges,3,3
pond,3,3
meantime,3,3
race track,3,3
what planet,3,3
two options,3,3
only choices,3,3
no guarantee,3,3
buyer's remorse,3,3
no brainer,3,3
lawyer,4,3
any other  car,3,3
mustard,3,3
bmw  sport,3,3
sale price,3,3
findings,3,3
10k miles,3,3
8-10 years,3,3
perfect car,3,3
silver,3,3
key words,3,3
no nav,3,3
web site,3,3
gripe,3,3
necessity,3,3
compliant ride,3,3
song,3,3
toyota mic,4,3
personal comments,3,3
lag,3,3
very  toyota,3,3
gen,3,3
no substitute,3,3
leased  car,3,3
2008' cts,3,3
new s5,3,3
lexus interior,3,3
everyday driver,3,3
reply,3,3
right time,3,3
humor,3,3
sarcasm,3,3
very d toyota,3,3
absolute performance,3,3
audience,3,3
no voodoo,3,3
saturday night,4,3
us msrp,3,3
lighting,3,3
furniture,3,3
brightness,3,3
tl advance,6,3
any gm,3,3
its fwd layout,3,3
personal opinions,3,3
trail brake,3,3
expansion joints,3,3
euro,3,3
xk,3,3
lens,3,3
bangle butt,3,3
much more  toyota,3,3
any need,3,3
brochure,3,3
driver's car,3,3
current ones,3,3
axis,3,3
two friends,3,3
goods,3,3
deep discounts,3,3
interior materials,3,3
reliablity,3,3
ideal,3,3
road feel,3,3
comparison test,4,3
3 weeks,3,3
6 weeks,3,3
two weeks,3,3
exact car,3,3
business trip,3,3
another board,3,3
virtually all,3,3
4 cylinder,3,3
esses,3,3
better fit,3,3
ed  car,3,3
gadget,3,3
drift,3,3
cassette,3,3
vicinity,4,3
tiptronic,3,3
luxury automobiles,3,3
entire line,3,3
excise tax,4,3
smarty,5,3
both the g,3,3
most owners,3,3
old  pontiac,3,3
263hp,5,3
fully loaded midsize car,3,3
entry luxury class,3,3
49k,3,3
mostly  honda,3,3
nissan s,3,3
60%,3,3
vinyl  seat,3,3
these 2  car,3,3
youth,3,3
100hp,3,3
pappy,3,3
japanese vehicle,3,3
calculation,4,3
two items,3,3
bodies,3,3
markets,3,3
standard vinyl  seat,4,3
recognized luxury car,3,3
nyccarguy,3,3
bmw   car,3,3
drivers seat,3,3
s560,4,3
'06 330xi,3,3
little acquisition,3,3
doo,3,3
23 mpg,3,3
2008 tl,3,3
toll,3,3
e90  bmw,3,3
250 awd,3,3
intent,4,3
lesser  car,3,3
acura lineup,3,3
guts,3,3
epitome,3,3
tuning,3,3
shipo's point,4,3
ipod,3,3
325e,4,3
long torso,3,3
lexuses,3,3
meat,3,3
07'  volvo,3,3
nobel prize,4,3
8k,3,3
no advantage,3,3
maintenance cost,3,3
530ia,3,3
3 times,3,3
studio,3,3
feb,5,3
closer look,3,3
denials,4,3
insult,3,3
50 lbs,3,3
independent mechanic,3,3
other side,3,3
inline engine,3,3
rwd sport sedan,3,3
complexity,4,3
tomorrow,3,3
left knee,3,3
pontiac 5 interior,3,3
one word,3,3
3000 lbs,3,3
couple hundred pounds,3,3
$28k,4,3
mechanical issues,3,3
who  toyota d,3,3
total package,3,3
potato,3,3
pats,3,3
awd sport sedan,3,3
lax,3,3
highway  chrysler,3,3
3000gt,4,3
one review,3,3
30mpg,4,3
all the odds,3,3
very top,3,3
switchbacks,3,3
disadvantages,3,3
seat belt feeders,7,3
pits,3,3
any views,3,3
rates,3,3
investment,3,3
good alternative,3,3
poor reliability,3,3
many car buyers,3,3
essential feature,3,3
class lacking,3,3
what   essential  features,3,3
most gm,3,3
ls460,3,3
recent years,3,3
bi-xenon headlights,3,3
driver memory settings,3,3
few bucks,3,3
sloppy handling,3,3
best friend,3,3
bad  car,3,3
speed6,3,3
senses,3,3
risk,3,3
far better car,3,3
heavier molecules,3,3
useful products,4,3
ugly interior,3,3
another  bmw,3,3
current ride,3,3
serious sports sedan,3,3
30k service,4,3
warranty repairs,3,3
past 8 years,3,3
fuzzy dice,3,3
autoweek,3,3
intention,3,3
2006 models,3,3
another post,3,3
wide range,3,3
fwd lincoln,3,3
all manner,3,3
awd  car,3,3
curb,4,3
rwd bmw,3,3
dedicated set,3,3
home heating oil,3,3
eibach springs,4,3
more room,3,3
high end,3,3
tl owner,3,3
epa  honda,3,3
side note,3,3
circles,3,3
toys,3,3
straightline acceleration,3,3
suspensions,3,3
fillings,3,3
pasm,4,3
good feel,3,3
extra unsprung weight,3,3
2800lbs,3,3
bigger  car,4,3
07'  pontiac,3,3
kia l size,3,3
rather surprising result,3,3
larger wheels,4,3
"5.5	14.2	132	175	0.83	20$35,870.00",3,3
only vehicle,3,3
luxury group,3,3
any  pontiac,3,3
fires,3,3
27mpg,6,3
pedal,4,3
dealer profit,3,3
cloth  seat,3,3
ill-maintained junk,3,3
blah,3,3
raw power,3,3
crash period,3,3
14  wheels,3,3
decent stereo,3,3
edmunds review,3,3
nod,3,3
all these,3,3
fed,3,3
other manufacturers,3,3
several months,3,3
only complaint,3,3
mercedes-benz  class,3,3
luxury maker,3,3
sample size,3,3
backs,3,3
other goodies,3,3
2002 530i,4,3
x28i,8,3
'01  honda,3,3
privilege,3,3
poor roadfeel,3,3
poor steering,3,3
what lexus,3,3
same driver,3,3
four sets,3,3
another couple,3,3
main reasons,3,3
fashion,3,3
previous cts,3,3
chicks,3,3
rx300,3,3
viable alternative,3,3
hard acceleration,3,3
free miles,3,3
1995 nissan  se,3,3
330i zhp,3,3
base engine,4,3
muffler,3,3
toilet,3,3
garbage,5,3
poor value,4,3
reliability factor,3,3
charade,3,3
cash purchase,3,3
different vehicles,3,3
new discussion,3,3
right size,3,3
cheapest car,3,3
outlier,3,3
luxury performance sedan,4,3
buick  super,3,3
few miles,3,3
5 feet,3,3
several reasons,3,3
wheel hop,3,3
2007 tl,3,3
goodyear,3,3
weekends,4,3
no excuse,3,3
performance.i,3,3
real performance,3,3
torque converter,3,3
downshifts,3,3
commercial,3,3
positives,3,3
soaking,4,3
these other  car,3,3
actual owners,3,3
birdcage,3,3
2 x types,4,3
$1000 profit,4,3
warts,3,3
swivel xenons,3,3
southeast,3,3
obc,4,3
fidelity,3,3
much bigger effect,3,3
interest payment,3,3
acquisition,3,3
uncommunicative steering,3,3
on/off switch clutch,3,3
chunky gearbox action,3,3
flexibility,3,3
first few years,3,3
2004 tl,3,3
clarity,3,3
free revving engine,3,3
its purchase-time price,2,2
typical car,2,2
2012 m,2,2
blackberry,2,2
infiniti  bmw 7x,2,2
adhesion,2,2
low limits,2,2
goodyear tires,2,2
next april,2,2
contis,4,2
goodyears,2,2
smoother riding,2,2
bmw x,2,2
lexus  sedan,2,2
tl or  acura,2,2
f30  bmw,3,2
negative,2,2
40k bmw,2,2
negative equity,2,2
those first two years,2,2
full ttl,2,2
bmw corporate,2,2
isn'that,2,2
plenty reason,2,2
dafreak,2,2
speed.i,2,2
120d,4,2
new baby  bmw,2,2
those dvd,2,2
george michael,2,2
best dvd,2,2
dishwalla,2,2
stopwatch,2,2
5-6 years,2,2
considerably more power,2,2
36k miles,2,2
1998  audi,2,2
bmwcca rebate,2,2
misery,2,2
giants,2,2
football,2,2
long day,2,2
els,2,2
pete townsend,2,2
great incentives,2,2
any reason,2,2
tags,2,2
seller,2,2
any suggestions,2,2
aston martin,2,2
atlanta megafock traffic,2,2
trooper,2,2
"80,000 miles",2,2
first choice,2,2
neither my wife,2,2
ten foot pole,2,2
both steering,2,2
r&t's editors,2,2
generally anti-gm crowds response,2,2
total cost,2,2
s2000'short,2,2
same precision,2,2
tl 6-speeds gearbox,2,2
about 10%,2,2
no clue,2,2
one problem,2,2
glasses,2,2
sunglasses,2,2
no manual option,2,2
more than 3200 lbs,2,2
jd,2,2
girls,2,2
any friends,2,2
not the car,2,2
blocks,2,2
330i manual,2,2
perforated leather  seat,2,2
"other, other then the pure enjoyment",2,2
no real reason,2,2
star,2,2
lamb,2,2
selection,2,2
tw toyota,2,2
most important part,2,2
ub toyota uitos,2,2
soccer-mom siren song,2,2
first new car,2,2
new '84 mitsubishi mirage turbo,2,2
spider,2,2
slush boxes,2,2
03 protege es,2,2
second best car,2,2
91 stanza,2,2
push,2,2
newer car,2,2
excellent post,2,2
straightline,2,2
06 e90 zsp,2,2
3500lbs,2,2
holiness,2,2
world h toyota ory,2,2
most unintelligent statement,2,2
want.i,2,2
another american car,2,2
accidents,2,2
mitsu,2,2
best looking gm car,2,2
bmw  fans,2,2
tl 6-speeds,2,2
luxury items,2,2
above l toyota,2,2
car's interior,2,2
hp difference,2,2
gloating,2,2
obvious hp threat,2,2
is owners,2,2
225/60 vr tires,2,2
1984 supra,2,2
first one,2,2
as much fun,2,2
"70-0, lateral acceleration skidpad",2,2
1/4 mile time,2,2
japanese and german  car,2,2
mid-size suvs,2,2
naias,2,2
junky tranny,2,2
silly,2,2
260 hp,2,2
320 hp,2,2
much better value,2,2
different  car,2,2
"20$34,620.00",2,2
big wheels,2,2
bmw  sedan ed price,2,2
which  car,2,2
regulars,2,2
best fit,2,2
its 10k,2,2
3k,2,2
day's work,2,2
first turn,2,2
average driver,2,2
its driving  toyota mics,2,2
absolutely no reason,2,2
toyota mw  bmw infinity,2,2
general comment,2,2
dent toyota,2,2
current lease,2,2
19s,2,2
handling character,2,2
yeah-,2,2
sup toyota rs,2,2
all the 3 series owners,2,2
'06 tl,2,2
appointments,2,2
haves,2,2
18  tires,2,2
two cents,2,2
03'  pontiac,2,2
pre-paid maintenance,2,2
prayers,2,2
250acura tl type s (road,2,2
reg toyota,2,2
no torque,2,2
alps,2,2
alex,2,2
bmw 530i,2,2
35dodge  dodge bmw 530lexus,2,2
only advantage,3,2
baltimore,2,2
ours,2,2
purchase decision,2,2
bmw  replacement,2,2
own  car,2,2
defense,2,2
fair comparison,2,2
brembo,2,2
ms6,3,2
recent r&t comparo,2,2
oxygen sensors,2,2
325ia,2,2
every second,2,2
objective,2,2
200-300$. i&#146;ve,2,2
at least 7 new  car,2,2
those silly maintenance,2,2
just waste,2,2
local acura dealer,2,2
"5k,10k,20k,25k,35k,40k",2,2
local acura dealer's maintenance schedule,2,2
whichever,2,2
old  honda,2,2
da bomb,2,2
us guys,2,2
prissiness,2,2
replacements,2,2
second home,2,2
costco,2,2
35k miles,2,2
around 30k,2,2
air filter,2,2
sales person,2,2
michigan,2,2
about 6 months,2,2
mechanism,2,2
stop lights,2,2
extra $10k,2,2
volvo  v8,2,2
us prices,2,2
ed prices,2,2
roadfeel/handling,2,2
55 lbs,2,2
"yes, no?best regards",2,2
2006 530i,2,2
loren,2,2
2008 cadillac cts,2,2
8-track,2,2
audi fwd,2,2
3.6 v6,2,2
trunks,2,2
surroundings,2,2
minimal toyota,2,2
so much time,2,2
toyota able  seat,2,2
every magazine,2,2
door handle,2,2
all aluminum f dodge e,2,2
drag strip,2,2
drive-train,3,2
cat food,2,2
10 lbs container,2,2
extra bucks,2,2
awd  bmw,2,2
square,2,2
pass thru,2,2
strong opinions,2,2
both brands,2,2
discounting,2,2
league,2,2
about all,2,2
328ci,2,2
winter traction,2,2
ivan,2,2
better control,2,2
+ lbs,2,2
every corner,2,2
car's balance,2,2
new standard,2,2
4 passengers,2,2
ed discount,2,2
i-pod,2,2
investigation,2,2
disagreements,2,2
16bit,2,2
awd vehicle,3,2
iffy tractioneer,2,2
iffy performer,2,2
ed prog dodge,3,2
4 days,2,2
5  car,2,2
sport version,2,2
surface,2,2
black leatherette,2,2
2001 325i,2,2
just a matter,2,2
leatherette bmw,2,2
bmw's leatherette,2,2
fly,2,2
them.it,2,2
mrs. shipo,2,2
more hoopla,2,2
us sales,2,2
another 4-5%,2,2
us car,2,2
perfect place,2,2
perfect line,2,2
everyday use,2,2
creature,2,2
real stuff,2,2
good leather,2,2
munich marriott,3,2
redelivery center,2,2
progress,2,2
infiniti engine,2,2
price.you,2,2
audi  3.2  audi,2,2
other possibilities,2,2
accuracy,2,2
moron,2,2
creases,2,2
wwii,2,2
steps,2,2
certain level,2,2
bmw badge,2,2
high price,2,2
northeast winters,2,2
current  car,2,2
heels,2,2
such a feat,2,2
many car magazines,2,2
better   value,2,2
circumstances,2,2
units,3,2
vpp discount,2,2
enough luxury,2,2
justification,2,2
nasty hood,2,2
ultimate ellps,2,2
entry luxury,2,2
any vote,2,2
hood width,2,2
headlamp craze,2,2
ed price,2,2
about 7%,2,2
nights,2,2
car cost,2,2
nickels,2,2
3-4 years,2,2
any conclusions,2,2
new is250,2,2
used is300,2,2
fancy commuter-box,2,2
any area,2,2
mercedes-benz  designs,2,2
same offer,2,2
risks,3,2
obsession,2,2
right place,3,2
climate,2,2
those e36,2,2
honda d resale-value madness,2,2
consumer reports-,2,2
first thing,2,2
added performance,2,2
local bmw dealership,2,2
credence,2,2
lil bit,2,2
1980s,2,2
sw,2,2
other places,2,2
40 big ones,2,2
e46's interior,2,2
valves,2,2
whole lot less money,2,2
power boost,2,2
upgraded interior,2,2
pontiac 5 satisfies,2,2
capable sport sedan,2,2
most powerful car,2,2
older  pontiac,2,2
unmodified car,2,2
soapbox,2,2
dinan parts,2,2
authorized dinan bmw dealership,2,2
its steering,2,2
clubs,5,2
major breakdown,2,2
"100,000 miles",2,2
ford s,2,2
(  mercedes-benz,2,2
beautiful interior,2,2
new car warranty period,2,2
responsibility,2,2
its sole discretion,2,2
car manufacturer's factory warranty period,2,2
same decision,2,2
http://www.dinan car,2,2
275 rwhp,2,2
power gains,2,2
dyno,2,2
vice  nissan,2,2
favorite car,2,2
more  toyota able  seat,2,2
serious creature,2,2
mercedes-benz  es,2,2
better resale,3,2
reliability.the,2,2
no trouble,2,2
no regrets,2,2
tiny voice,2,2
few minutes,2,2
abuse,2,2
aftermarket dinan chip,2,2
911 quality steering,2,2
regular  3 series,2,2
impressive acceleration,2,2
it'simply,2,2
those others,2,2
station wagon,2,2
one set,3,2
two sets,2,2
better acceleration,2,2
cdi,2,2
trash can,2,2
around $35k,2,2
incons,2,2
/fulltests,2,2
very bad idea,2,2
turbo  car,2,2
reading,2,2
rechipped ecu,2,2
$5k,2,2
one warranty,2,2
burden,2,2
iraq,2,2
life cycle,2,2
tax payers,2,2
any honda,2,2
communicative steering,2,2
real thing,2,2
honda d,2,2
motorsports,2,2
mantra,2,2
ellps segment leader,2,2
higher performance chip,2,2
chip company,2,2
satellite radio,2,2
bmw  sales,2,2
both the c,2,2
awe,2,2
last    mercedes-benz  -based coupes,2,2
1994    mercedes-benz,2,2
first 1998 clk w208,2,2
class platform,2,2
e class platform,2,2
clk430,2,2
tax deductable,2,2
sacrifice,2,2
modifications,2,2
workmanship,2,2
its   toyota,2,2
couple weeks,2,2
great story,2,2
just no way,2,2
stuttgart,2,2
wish,2,2
o.k,2,2
base boxster,3,2
third pedal,2,2
montvale,2,2
disparaging comments,2,2
it.but,2,2
300 torque,2,2
higher performance chips,2,2
upcoming 2009  bmw,2,2
increased performance,2,2
service department,2,2
module,2,2
(imo)regards,2,2
fun driving,2,2
instructor,2,2
latte,2,2
peole,2,2
any market,2,2
gate,2,2
test drivers,2,2
bad press,2,2
more sports car,2,2
largest refinery west,2,2
mood,2,2
every drop,2,2
those engines,2,2
small bumps,2,2
380 horsepower,2,2
c550,3,2
detriment,2,2
300/300,3,2
72k,2,2
perfomance,2,2
landscape,2,2
just a question,2,2
driving test,2,2
egg,2,2
nissan dealer,2,2
realy,2,2
20-30%,2,2
95/5% or worse availability,2,2
aftermarekt unit,2,2
marketing department,2,2
grades,3,2
10 - 15 years,2,2
10-20 yrs,2,2
240hp,3,2
218hp,4,2
other gadgets,2,2
more than 1 foot longer wheelbase,2,2
track time,2,2
911,2,2
sheer thrill,2,2
tenth,2,2
horsepower king title,2,2
new body,2,2
ride  toyota,2,2
agony,2,2
2000 or 2001 9-3 convertible,2,2
2018 saab,2,2
lexi,2,2
expertise,2,2
